mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
hard;action+layout;51;A low angle shot of <|woman_1|> grabbing a book from <|man_1|>, the man is slightly in front, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> grabbing a book from a man.;A low angle shot of <|man_1|> having a book grabbed from them by a woman.
hard;action+layout;52;A close shot of <|woman_1|> stepping on <|man_1|>'s foot, while walking side by side, Ultra HD quality.;woman;man;A close shot of <|woman_1|> stepping on a man's foot.;A close shot of <|man_1|> having his foot stepped on by a woman.
hard;action+layout;53;A long shot of <|woman_1|> stepping on <|man_1|>'s foot, while the woman walking past the man, Ultra HD quality.;woman;man;A long shot of <|woman_1|> stepping on a man's foot.;A long shot of <|man_1|> having his foot stepped on by a woman.
hard;action+layout;54;A high angle shot of <|man_1|> stepping on <|woman_1|>'s foot, the man is standing behind the woman, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> stepping on a woman's foot.;A high angle shot of <|woman_1|> having her foot stepped on by a man.
hard;action+layout;55;A low angle shot of <|man_1|> stepping on <|woman_1|>'s foot, while they stand facing each other, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> stepping on a woman's foot.;A low angle shot of <|woman_1|> having her foot stepped on by a man.
hard;action+layout;56;A close shot of <|man_1|> and <|woman_1|> giving each other a high-five, facing one another, Ultra HD quality.;man;woman;A close shot of <|man_1|> giving a woman a high-five .;A close shot of <|woman_1|> giving a man a high-five .
hard;action+layout;57;A long shot of <|man_1|> and <|woman_1|> giving each other a high-five, standing apart, Ultra HD quality.;man;woman;A long shot of <|man_1|> giving a woman a high-five .;A long shot of <|woman_1|> giving a man a high-five .
hard;action+layout;58;A high angle shot of <|woman_1|> and <|man_1|> giving each other a high-five, while looking up, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> giving a man a high-five .;A high angle shot of <|man_1|> giving a woman a high-five .
hard;action+layout;59;A low angle shot of <|woman_1|> and <|man_1|> giving each other a high-five, the woman and the man are mid-air, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> giving a man a high-five .;A low angle shot of <|man_1|> giving a woman a high-five .
hard;action+layout;60;A close shot of <|woman_1|> and <|man_1|> clinking glasses, the woman is positioned right across from the man, Ultra HD quality.;woman;man;A close shot of <|woman_1|> clinking glasses with a man.;A close shot of <|man_1|> clinking glasses with a woman.
hard;action+layout;61;A long shot of <|woman_1|> and <|man_1|> clinking glasses, standing side by side, Ultra HD quality.;woman;man;A long shot of <|woman_1|> clinking glasses with a man.;A long shot of <|man_1|> clinking glasses with a woman.
hard;action+layout;62;A high angle shot of <|man_1|> and <|woman_1|> clinking glasses, standing face to face, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> clinking glasses with a woman.;A high angle shot of <|woman_1|> clinking glasses with a man.
hard;action+layout;63;A low angle shot of <|man_1|> and <|woman_1|> clinking glasses, facing each other, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> clinking glasses with a woman.;A low angle shot of <|woman_1|> clinking glasses with a man.
hard;action+layout;64;A close shot of <|man_1|> and <|woman_1|> carrying a box together, while walking towards somewhere, Ultra HD quality.;man;woman;A close shot of <|man_1|> carrying a box together with a woman.;A close shot of <|woman_1|> carrying a box together with a man.
hard;action+layout;65;A long shot of <|man_1|> and <|woman_1|> carrying a box together, while bending their knees, Ultra HD quality.;man;woman;A long shot of <|man_1|> carrying a box together with a woman.;A long shot of <|woman_1|> carrying a box together with a man.
hard;action+layout;66;A high angle shot of <|woman_1|> and <|man_1|> carrying a box together, in a face-to-face position, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> carrying a box together with a man.;A high angle shot of <|man_1|> carrying a box together with a woman.
hard;action+layout;67;A low angle shot of <|woman_1|> and <|man_1|> carrying a box together, standing opposite each other, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> carrying a box together with a man.;A low angle shot of <|man_1|> carrying a box together with a woman.
hard;action+layout;68;A close shot of <|woman_1|> taking a picture of <|man_1|> with a camera.,  the woman is standing in front of the man, Ultra HD quality.;woman;man;A close shot of <|woman_1|> carrying a box together with a man.;A close shot of <|man_1|> being taken a picture of by a woman with a camera.
hard;action+layout;69;A long shot of <|woman_1|> taking a picture of <|man_1|> with a camera., standing apart, Ultra HD quality.;woman;man;A long shot of <|woman_1|> taking a picture of a man with a camera..;A long shot of <|man_1|> being taken a picture of by a woman with a camera.
hard;action+layout;70;A high angle shot of <|man_1|> taking a picture of <|woman_1|> with a camera., at a slight distance, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> taking a picture of a woman with a camera..;A high angle shot of <|woman_1|> being taken a picture of by a man with a camera.
hard;action+layout;71;A low angle shot of <|man_1|> taking a picture of <|woman_1|> with a camera., the man is crouching while the woman is standing, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> taking a picture of a woman with a camera..;A low angle shot of <|woman_1|> being taken a picture of by a man with a camera.
hard;action+layout;72;A close shot of <|man_1|> following <|woman_1|> down a street, the man is walking behind the woman, Ultra HD quality.;man;woman;A close shot of <|man_1|> following a woman down a street.;A close shot of <|woman_1|> being followed down a street by a man.
hard;action+layout;73;A long shot of <|man_1|> following <|woman_1|> down a street, the man is walking a few steps behind the woman, Ultra HD quality.;man;woman;A long shot of <|man_1|> following a woman down a street.;A long shot of <|woman_1|> being followed down a street by a man.
hard;action+layout;74;A high angle shot of <|woman_1|> following <|man_1|> down a street, walking in a straight line, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> following a man down a street.;A high angle shot of <|man_1|> being followed down a street by a woman.
hard;action+layout;75;A low angle shot of <|woman_1|> following <|man_1|> down a street, at a slight distance, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> following a man down a street.;A low angle shot of <|man_1|> being followed down a street by a woman.
hard;action+layout;76;A close shot of <|woman_1|> whispering into <|man_1|>’s ear, putting their heads together, Ultra HD quality.;woman;man;A close shot of <|woman_1|> whispering into a man’s ear.;A close shot of <|man_1|> having a whisper in his ear by a woman.
hard;action+layout;77;A long shot of <|woman_1|> whispering into <|man_1|>’s ear, the woman is leaning towards the man, Ultra HD quality.;woman;man;A long shot of <|woman_1|> whispering into a man’s ear.;A long shot of <|man_1|> having a whisper in his ear by a woman.
hard;action+layout;78;A high angle shot of <|man_1|> whispering into <|woman_1|>’s ear, viewed from above, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> whispering into a woman’s ear.;A high angle shot of <|woman_1|> having a whisper in her ear by a man.
hard;action+layout;79;A low angle shot of <|man_1|> whispering into <|woman_1|>’s ear, leaning in close to each other, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> whispering into a woman’s ear.;A low angle shot of <|woman_1|> having a whisper in her ear by a man.
hard;action+layout;80;A close shot of <|man_1|> and <|woman_1|> exchanging a book, the man is standing on the left side and the woman is standing on the right side, Ultra HD quality.;man;woman;A close shot of <|man_1|> exchanging a book with a woman.;A close shot of <|woman_1|> exchanging a book with a man.
hard;action+layout;81;A long shot of <|man_1|> and <|woman_1|> exchanging a book, the man is standing slightly in front of the woman, Ultra HD quality.;man;woman;A long shot of <|man_1|> exchanging a book with a woman.;A long shot of <|woman_1|> exchanging a book with a man.
hard;action+layout;82;A high angle shot of <|woman_1|> and <|man_1|> exchanging a book, putting their heads together, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> exchanging a book with a man.;A high angle shot of <|man_1|> exchanging a book with a woman.
hard;action+layout;83;A low angle shot of <|woman_1|> and <|man_1|> exchanging a book, standing side by side, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> exchanging a book with a man.;A low angle shot of <|man_1|> exchanging a book with a woman.
hard;action+layout;84;A close shot of <|woman_1|> supporting <|man_1|> as they walk, the woman is standing right next to the man, Ultra HD quality.;woman;man;A close shot of <|woman_1|> supporting a man as they walk.;A close shot of <|man_1|> being supported by a woman as they walk.
hard;action+layout;85;A long shot of <|woman_1|> supporting <|man_1|> as they walk, the woman is standing close to the man, Ultra HD quality.;woman;man;A long shot of <|woman_1|> supporting a man as they walk.;A long shot of <|man_1|> being supported by a woman as they walk.
hard;action+layout;86;A high angle shot of <|man_1|> supporting <|woman_1|> as they walk, standing just beside the woman, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> supporting a woman as they walk.;A high angle shot of <|woman_1|> being supported by a man as they walk.
hard;action+layout;87;A low angle shot of <|man_1|> supporting <|woman_1|> as they walk, standing side by side, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> supporting a woman as they walk.;A low angle shot of <|woman_1|> being supported by a man as they walk.
hard;action+layout;88;A close shot of <|man_1|> and <|woman_1|> playing rock-paper-scissors, the man standing on the left side of viewer and the woman standing on the right side, Ultra HD quality.;man;woman;A close shot of <|man_1|> playing rock-paper-scissors with a woman.;A close shot of <|woman_1|> playing rock-paper-scissors with a man.
hard;action+layout;89;A long shot of <|man_1|> and <|woman_1|> playing rock-paper-scissors, standing next to each other, Ultra HD quality.;man;woman;A long shot of <|man_1|> playing rock-paper-scissors with a woman.;A long shot of <|woman_1|> playing rock-paper-scissors with a man.
